"sim_id" "eir" "access" "season" "seed" "model" "age" "nTreatments1" "nHost" "nPatent" "nUncomp" "nSevere" "expectedDirectDeaths" "expectedSevere" "expectedIndirectDeaths" "age_prev" "prevalence_2to10"
"e24a44z2s08m0000GP" 20 0.44 2 8 "0000GP" 60 6908 24621.1666666667 154892 20262 10 1.540403 11.556608 2.789974 0.524250814001503 0.359625853730198
"e24a44z2s08m0000GPSG" 20 0.44 2 8 "0000GPSG" 0.25 755 1293.41666666667 2069 2036 73 7.164002 84.60371 20.286575 0.133303266542104 0.42988756908494
"e24a44z2s08m0000GPSG" 20 0.44 2 8 "0000GPSG" 0.75 1008 683.916666666667 1950 2016 53 4.350944 61.40783 11.81547 0.237602047033021 0.42988756908494
"e24a44z2s08m0000GPSG" 20 0.44 2 8 "0000GPSG" 1.5 2133 1218.66666666667 3825 3919 97 8.05268 117.48389 13.348352 0.261556345733042 0.42988756908494
"e24a44z2s08m0000GPSG" 20 0.44 2 8 "0000GPSG" 3.5 5987 3518.41666666667 14828 11780 225 13.978958 233.37666 17.928152 0.351199639989579 0.42988756908494
"e24a44z2s08m0000GPSG" 20 0.44 2 8 "0000GPSG" 7.5 6754 5725.25 34568 16543 87 5.5403393 104.03182 9.42753 0.503151245214911 0.42988756908494
"e24a44z2s08m0000GPSG" 20 0.44 2 8 "0000GPSG" 12.5 3473 5457.25 39251 10965 19 2.352948 21.723447 2.8145091 0.59937086750042 0.42988756908494
"e24a44z2s08m0000GPSG" 20 0.44 2 8 "0000GPSG" 17.5 1723 5046.91666666667 37863 6413 5 0.719478 5.846476 1.0014393 0.625183693013886 0.42988756908494
"e24a44z2s08m0000GPSG" 20 0.44 2 8 "0000GPSG" 60 3501 24911.6666666667 166187 12907 5 0.743527 5.318757 1.1102989 0.555920920586071 0.42988756908494
"e24a44z2s09m0000GA" 20 0.44 2 9 "0000GA" 0.25 501 1312.58333333333 2454 1504 67 8.26978 65.90899 13.053928 0.155799631769411 0.45565354308477
"e24a44z2s09m0000GA" 20 0.44 2 9 "0000GA" 0.75 964 689.083333333333 2598 2001 74 8.36978 72.11128 12.314708 0.314185512153828 0.45565354308477
"e24a44z2s09m0000GA" 20 0.44 2 9 "0000GA" 1.5 1863 1237.33333333333 4263 3589 92 9.383032 99.54594 12.877394 0.287109375 0.45565354308477
"e24a44z2s09m0000GA" 20 0.44 2 9 "0000GA" 3.5 5110 3603.33333333333 16646 10921 128 10.928322 151.29793 16.908621 0.384967622571693 0.45565354308477
"e24a44z2s09m0000GA" 20 0.44 2 9 "0000GA" 7.5 5662 5823.75 36769 15094 63 5.4423126 71.24942 8.760447 0.526135794519568 0.45565354308477
"e24a44z2s09m0000GA" 20 0.44 2 9 "0000GA" 12.5 2831 5512.5 40297 9695 20 3.18838 17.301742 2.5823673 0.609176114890401 0.45565354308477
"e24a44z2s09m0000GA" 20 0.44 2 9 "0000GA" 17.5 1499 5064.75 37802 5762 8 1.441176 5.759384 0.9818905 0.621978709051121 0.45565354308477
"e24a44z2s09m0000GA" 20 0.44 2 9 "0000GA" 60 3247 24932.8333333333 160696 12167 7 1.309348 6.240327 1.1676435 0.537096332145698 0.45565354308477
"e24a44z2s09m0000GP" 20 0.44 2 9 "0000GP" 0.25 718 1295.08333333333 1384 1994 101 10.135849 87.31365 21.524095 0.0890547583810566 0.36403252568945
"e24a44z2s09m0000GP" 20 0.44 2 9 "0000GP" 0.75 1002 686.5 1905 2112 67 6.3763266 65.58652 14.639786 0.231245447924253 0.36403252568945
"e24a44z2s09m0000GP" 20 0.44 2 9 "0000GP" 1.5 2093 1220.16666666667 3425 4076 100 7.8892319 107.97755 17.732853 0.233916131676001 0.36403252568945
"e24a44z2s09m0000GP" 20 0.44 2 9 "0000GP" 3.5 6785 3459.66666666667 11299 12921 209 13.984045 206.06399 26.076661 0.272160131033818 0.36403252568945
"e24a44z2s09m0000GP" 20 0.44 2 9 "0000GP" 7.5 7820 5633.91666666667 29542 19365 97 6.7125695 93.13638 14.625195 0.436966586300235 0.36403252568945
"e24a44z2s09m0000GP" 20 0.44 2 9 "0000GP" 12.5 3913 5420.5 36121 12252 12 1.550146 20.45566 4.255899 0.555314700365895 0.36403252568945
"e24a44z2s09m0000GP" 20 0.44 2 9 "0000GP" 17.5 2273 5001.08333333333 35125 7328 8 1.178668 7.536137 1.7387442 0.585289853864996 0.36403252568945
"e24a44z2s09m0000GP" 20 0.44 2 9 "0000GP" 60 6645 24641.9166666667 156122 19619 5 0.76661 11.139794 2.689197 0.527968941809857 0.36403252568945
"e24a44z2s09m0000GPSG" 20 0.44 2 9 "0000GPSG" 0.25 712 1294.75 2040 2102 68 6.7916818 88.84048 21.318208 0.131299478663835 0.426663351182585
"e24a44z2s09m0000GPSG" 20 0.44 2 9 "0000GPSG" 0.75 1025 685.75 2081 2072 76 6.3444671 64.20595 12.405036 0.252886134402722 0.426663351182585
"e24a44z2s09m0000GPSG" 20 0.44 2 9 "0000GPSG" 1.5 2061 1218.33333333333 3913 3890 139 10.98663 118.79664 13.543446 0.267647058823529 0.426663351182585
"e24a44z2s09m0000GPSG" 20 0.44 2 9 "0000GPSG" 3.5 5787 3536 14757 11554 207 13.613954 228.48963 17.525394 0.347779977375566 0.426663351182585
"e24a44z2s09m0000GPSG" 20 0.44 2 9 "0000GPSG" 7.5 6831 5723.58333333333 34238 16623 99 6.739126 105.32235 9.506246 0.498493076889478 0.426663351182585
"e24a44z2s09m0000GPSG" 20 0.44 2 9 "0000GPSG" 12.5 3341 5468.08333333333 39537 11032 33 4.325662 21.519792 2.7887732 0.602542024170566 0.426663351182585
"e24a44z2s09m0000GPSG" 20 0.44 2 9 "0000GPSG" 17.5 1710 5048.33333333333 37479 6335 6 0.859943 5.697978 0.9702076 0.618669527896996 0.426663351182585
"e24a44z2s09m0000GPSG" 20 0.44 2 9 "0000GPSG" 60 3609 24903.0833333333 165342 13267 6 0.891412 5.382208 1.1294646 0.553284901133394 0.426663351182585
"e24a44z2s10m0000GA" 20 0.44 2 10 "0000GA" 0.25 464 1314.16666666667 2498 1438 67 8.296365 62.694416 12.403908 0.158402029169309 0.456397393687094
"e24a44z2s10m0000GA" 20 0.44 2 10 "0000GA" 0.75 903 692.25 2611 1901 88 9.787726 69.54909 11.93026 0.314313229806188 0.456397393687094
"e24a44z2s10m0000GA" 20 0.44 2 10 "0000GA" 1.5 1812 1239.75 4477 3659 101 10.330502 101.87693 13.158959 0.300934328157559 0.456397393687094
"e24a44z2s10m0000GA" 20 0.44 2 10 "0000GA" 3.5 5139 3598.66666666667 16616 11105 115 9.5396919 153.94261 17.178576 0.384772137828825 0.456397393687094
"e24a44z2s10m0000GA" 20 0.44 2 10 "0000GA" 7.5 5712 5820.16666666667 36639 14922 79 7.039168 70.75025 8.655878 0.524598379198763 0.456397393687094
"e24a44z2s10m0000GA" 20 0.44 2 10 "0000GA" 12.5 2802 5515.83333333333 41018 9684 13 2.156558 17.162829 2.5559805 0.619700861157275 0.456397393687094
"e24a44z2s10m0000GA" 20 0.44 2 10 "0000GA" 17.5 1513 5063.25 37962 5795 10 1.802082 5.717904 0.9688303 0.624796326470153 0.456397393687094
"e24a44z2s10m0000GA" 20 0.44 2 10 "0000GA" 60 3213 24935.0833333333 159669 12075 6 1.122913 6.037517 1.1311538 0.533615621898196 0.456397393687094
"e24a44z2s10m0000GP" 20 0.44 2 10 "0000GP" 0.25 692 1297 1502 2050 105 10.4787787 92.04027 22.707717 0.0965047545618093 0.366003228030229
"e24a44z2s10m0000GP" 20 0.44 2 10 "0000GP" 0.75 977 686.916666666667 1900 2152 67 6.1242951 65.46369 14.879369 0.230498604876865 0.366003228030229
"e24a44z2s10m0000GP" 20 0.44 2 10 "0000GP" 1.5 2192 1217.25 3455 4199 105 8.6214761 112.50428 18.472251 0.236530430615458 0.366003228030229
"e24a44z2s10m0000GP" 20 0.44 2 10 "0000GP" 3.5 6699 3460.66666666667 11820 12851 200 12.94565 209.16227 26.21928 0.284627239452899 0.366003228030229
"e24a44z2s10m0000GP" 20 0.44 2 10 "0000GP" 7.5 7863 5633.16666666667 29204 19178 97 6.3059312 91.48757 14.481384 0.432024616112903 0.366003228030229
"e24a44z2s10m0000GP" 20 0.44 2 10 "0000GP" 12.5 3897 5419 36657 11949 19 2.521993 20.211954 4.188641 0.563711016792766 0.366003228030229
"e24a44z2s10m0000GP" 20 0.44 2 10 "0000GP" 17.5 2290 5000.33333333333 35494 7308 8 1.179076 7.517249 1.7318284 0.591527231517899 0.366003228030229
"e24a44z2s10m0000GP" 20 0.44 2 10 "0000GP" 60 6822 24628.9166666667 156111 19909 13 1.990269 11.117512 2.686714 0.528210403083097 0.366003228030229
"e24a44z2s10m0000GPSG" 20 0.44 2 10 "0000GPSG" 0.25 753 1294.41666666667 1984 2009 79 7.506974 83.0961 19.873462 0.127728062833966 0.422814844126128
"e24a44z2s10m0000GPSG" 20 0.44 2 10 "0000GPSG" 0.75 970 686.166666666667 2096 2010 65 5.942727 60.87824 11.845508 0.254554287102259 0.422814844126128
"e24a44z2s10m0000GPSG" 20 0.44 2 10 "0000GPSG" 1.5 2062 1220.41666666667 3908 3909 115 9.3490907 123.84136 13.50048 0.266848753840901 0.422814844126128
"e24a44z2s10m0000GPSG" 20 0.44 2 10 "0000GPSG" 3.5 5909 3524.33333333333 14357 11753 241 15.629486 234.56884 17.934052 0.339473186418235 0.422814844126128
"e24a44z2s10m0000GPSG" 20 0.44 2 10 "0000GPSG" 7.5 6818 5722.5 34102 16610 104 6.62274 108.07479 9.553776 0.496606960827144 0.422814844126128
"e24a44z2s10m0000GPSG" 20 0.44 2 10 "0000GPSG" 12.5 3424 5463.66666666667 39102 10986 18 2.274056 21.534433 2.8000419 0.596394362760051 0.422814844126128
"e24a44z2s10m0000GPSG" 20 0.44 2 10 "0000GPSG" 17.5 1800 5040.75 37654 6284 5 0.717138 5.697378 0.9714029 0.622493345897601 0.422814844126128
"e24a44z2s10m0000GPSG" 20 0.44 2 10 "0000GPSG" 60 3571 24907.75 166152 13145 3 0.448563 5.390233 1.132659 0.555891238670695 0.422814844126128
"e25a44z2s01m0000GA" 22 0.44 2 1 "0000GA" 0.25 507 1310.75 2600 1570 68 8.565008 67.43391 13.331304 0.165299764765719 0.481237688544793
"e25a44z2s01m0000GA" 22 0.44 2 1 "0000GA" 0.75 913 693.916666666667 2743 1979 65 7.48732 68.79755 11.848718 0.329410351867419 0.481237688544793
"e25a44z2s01m0000GA" 22 0.44 2 1 "0000GA" 1.5 1985 1230.58333333333 4796 3911 101 9.449219 108.71601 14.266046 0.324778221710571 0.481237688544793
"e25a44z2s01m0000GA" 22 0.44 2 1 "0000GA" 3.5 5151 3592.91666666667 17576 11093 150 13.30871 149.45656 17.068517 0.407653948741737 0.481237688544793
"e25a44z2s01m0000GA" 22 0.44 2 1 "0000GA" 7.5 5542 5832.75 38556 15100 70 6.118964 68.38384 8.591488 0.550855085508551 0.481237688544793
"e25a44z2s01m0000GA" 22 0.44 2 1 "0000GA" 12.5 2769 5517.41666666667 41129 9487 19 2.942638 16.281748 2.4885166 0.621199534806446 0.481237688544793
"e25a44z2s01m0000GA" 22 0.44 2 1 "0000GA" 17.5 1381 5075.41666666667 38937 5337 4 0.721073 5.080442 0.8795442 0.63930711764223 0.481237688544793
"e25a44z2s01m0000GA" 22 0.44 2 1 "0000GA" 60 3165 24939.9166666667 159959 11754 6 1.122498 5.808095 1.0940802 0.534481203158257 0.481237688544793
"e25a44z2s01m0000GP" 22 0.44 2 1 "0000GP" 0.25 742 1293.16666666667 1554 2153 105 9.975107 96.64968 23.792144 0.100141770846759 0.376518660595007
"e25a44z2s01m0000GP" 22 0.44 2 1 "0000GP" 0.75 1069 682.5 1895 2265 75 7.302387 69.97941 15.865588 0.231379731379731 0.376518660595007
"e25a44z2s01m0000GP" 22 0.44 2 1 "0000GP" 1.5 2238 1209.08333333333 3457 4236 103 8.515452 108.2825 18.039023 0.238265903921704 0.376518660595007
"e25a44z2s01m0000GP" 22 0.44 2 1 "0000GP" 3.5 6839 3444.66666666667 12282 13299 197 13.422417 206.80049 26.609125 0.297125991871492 0.376518660595007
"e25a44z2s01m0000GP" 22 0.44 2 1 "0000GP" 7.5 7908 5629 29882 19221 100 6.8993049 90.19401 14.490373 0.4423817137443 0.376518660595007
"e25a44z2s01m0000GP" 22 0.44 2 1 "0000GP" 12.5 3772 5430.91666666667 36771 11720 27 3.432486 19.133417 4.018403 0.564223350876924 0.376518660595007
"e25a44z2s01m0000GP" 22 0.44 2 1 "0000GP" 17.5 2209 5004.58333333333 35262 7082 7 1.029972 7.176546 1.66541 0.587161768378986 0.376518660595007
"e25a44z2s01m0000GP" 22 0.44 2 1 "0000GP" 60 6571 24648.4166666667 155861 19500 13 1.986682 10.985945 2.65911 0.526947302226985 0.376518660595007
"e25a44z2s01m0000GPSG" 22 0.44 2 1 "0000GPSG" 0.25 758 1291.58333333333 2055 2070 98 9.743128 86.99726 20.773488 0.132589199303181 0.446631401125524
"e25a44z2s01m0000GPSG" 22 0.44 2 1 "0000GPSG" 0.75 1036 682.583333333333 2162 2133 60 5.3390055 66.05025 12.782133 0.263948235868636 0.446631401125524
"e25a44z2s01m0000GPSG" 22 0.44 2 1 "0000GPSG" 1.5 2147 1213.08333333333 4178 4144 141 11.3040433 124.4401 14.285471 0.287009686061689 0.446631401125524
"e25a44z2s01m0000GPSG" 22 0.44 2 1 "0000GPSG" 3.5 6099 3512.58333333333 15680 12142 221 14.242327 229.18772 18.352482 0.371995919432516 0.446631401125524
"e25a44z2s01m0000GPSG" 22 0.44 2 1 "0000GPSG" 7.5 6737 5728.83333333333 35402 16748 99 6.5817998 101.57726 9.464265 0.514968143601082 0.446631401125524
"e25a44z2s01m0000GPSG" 22 0.44 2 1 "0000GPSG" 12.5 3299 5475.25 40067 10755 16 2.017373 19.8072 2.7029936 0.609819947338782 0.446631401125524
"e25a44z2s01m0000GPSG" 22 0.44 2 1 "0000GPSG" 17.5 1729 5047.08333333333 37478 6265 7 1.004762 5.282962 0.9391123 0.618806241228432 0.446631401125524
"e25a44z2s01m0000GPSG" 22 0.44 2 1 "0000GPSG" 60 3369 24923.3333333333 166798 12511 4 0.593573 5.000298 1.0610009 0.557703624448308 0.446631401125524
"e25a44z2s02m0000GA" 22 0.44 2 2 "0000GA" 0.25 513 1311 2407 1562 75 9.584456 67.914615 13.456617 0.153000254258835 0.47176029482287
"e25a44z2s02m0000GA" 22 0.44 2 2 "0000GA" 0.75 940 691.166666666667 2624 2001 73 7.893176 69.82497 12.114073 0.316373281890523 0.47176029482287
"e25a44z2s02m0000GA" 22 0.44 2 2 "0000GA" 1.5 1890 1238.5 4625 3736 94 9.462743 105.88712 13.656116 0.311196339658189 0.47176029482287
"e25a44z2s02m0000GA" 22 0.44 2 2 "0000GA" 3.5 5282 3579.91666666667 17291 11352 137 11.130634 153.30969 17.461086 0.402500058195023 0.47176029482287
"e25a44z2s02m0000GA" 22 0.44 2 2 "0000GA" 7.5 5650 5825.16666666667 37700 15085 60 5.0745782 70.23871 8.709677 0.53932648565134 0.47176029482287
"e25a44z2s02m0000GA" 22 0.44 2 2 "0000GA" 12.5 2804 5515.41666666667 41302 9478 14 2.141345 16.499466 2.506284 0.624038679459092 0.47176029482287
"e25a44z2s02m0000GA" 22 0.44 2 2 "0000GA" 17.5 1447 5070.33333333333 38166 5525 3 0.539849 5.313505 0.9217427 0.627276313194399 0.47176029482287
"e25a44z2s02m0000GA" 22 0.44 2 2 "0000GA" 60 3122 24944.4166666667 160375 11867 4 0.747007 5.912396 1.1134438 0.535774538724431 0.47176029482287
"e25a44z2s02m0000GP" 22 0.44 2 2 "0000GP" 0.25 716 1293.91666666667 1461 2086 94 9.6437993 94.35147 23.249789 0.094094158562504 0.371532019699216
"e25a44z2s02m0000GP" 22 0.44 2 2 "0000GP" 0.75 1000 685 1842 2230 68 6.0397242 67.20851 15.16848 0.224087591240876 0.371532019699216
"e25a44z2s02m0000GP" 22 0.44 2 2 "0000GP" 1.5 2222 1210.91666666667 3443 4230 108 8.921812 109.89501 18.32132 0.236941710825132 0.371532019699216
"e25a44z2s02m0000GP" 22 0.44 2 2 "0000GP" 3.5 6816 3449 12009 13190 209 14.194026 210.5432 26.730558 0.290156567120905 0.371532019699216
"e25a44z2s02m0000GP" 22 0.44 2 2 "0000GP" 7.5 7669 5649.08333333333 29711 19031 87 6.299428 89.40307 14.492613 0.438286447653749 0.371532019699216
"e25a44z2s02m0000GP" 22 0.44 2 2 "0000GP" 12.5 3830 5427 37118 11700 20 2.69225 18.834808 3.984289 0.569958847736626 0.371532019699216
"e25a44z2s02m0000GP" 22 0.44 2 2 "0000GP" 17.5 2247 5001.66666666667 34753 7195 4 0.592116 7.364457 1.7100892 0.579023658780407 0.371532019699216
"e25a44z2s02m0000GP" 22 0.44 2 2 "0000GP" 60 6577 24650.5 155544 19519 11 1.675566 11.095073 2.684041 0.525831119044238 0.371532019699216
"e25a44z2s02m0000GPSG" 22 0.44 2 2 "0000GPSG" 0.25 826 1288.16666666667 2110 2260 90 9.0132393 93.96293 22.529386 0.136498900245827 0.448372716627523
"e25a44z2s02m0000GPSG" 22 0.44 2 2 "0000GPSG" 0.75 1062 680.666666666667 2053 2158 78 6.7868475 65.797645 12.735806 0.251346718903036 0.448372716627523
"e25a44z2s02m0000GPSG" 22 0.44 2 2 "0000GPSG" 1.5 2184 1212.91666666667 4017 4096 109 8.5018851 126.34837 14.188205 0.275987633115768 0.448372716627523
"e25a44z2s02m0000GPSG" 22 0.44 2 2 "0000GPSG" 3.5 6099 3507.25 15655 12188 252 15.3961098 233.73178 18.676758 0.371967590942571 0.448372716627523
"e25a44z2s02m0000GPSG" 22 0.44 2 2 "0000GPSG" 7.5 6814 5721.33333333333 35746 16797 102 6.942205 99.54698 9.427283 0.520653693777674 0.448372716627523
"e25a44z2s02m0000GPSG" 22 0.44 2 2 "0000GPSG" 12.5 3140 5484.91666666667 40876 10498 26 3.364948 19.201644 2.6381997 0.621036478828302 0.448372716627523
"e25a44z2s02m0000GPSG" 22 0.44 2 2 "0000GPSG" 17.5 1577 5060.91666666667 38385 6056 1 0.143761 5.044461 0.9031763 0.632049529894123 0.448372716627523
"e25a44z2s02m0000GPSG" 22 0.44 2 2 "0000GPSG" 60 3449 24917.1666666667 167525 12655 6 0.89529 4.981442 1.0653718 0.560273037999237 0.448372716627523
"e25a44z2s03m0000GA" 22 0.44 2 3 "0000GA" 0.25 527 1310.58333333333 2553 1572 79 9.752435 69.73384 13.81786 0.162332294779678 0.476087006043963
"e25a44z2s03m0000GA" 22 0.44 2 3 "0000GA" 0.75 895 692.416666666667 2643 2015 70 8.258474 71.83002 12.458938 0.318088819352509 0.476087006043963
"e25a44z2s03m0000GA" 22 0.44 2 3 "0000GA" 1.5 1971 1228.25 4522 3833 111 10.8469629 104.78214 13.739672 0.306805074971165 0.476087006043963
"e25a44z2s03m0000GA" 22 0.44 2 3 "0000GA" 3.5 5151 3597.5 17655 11329 149 12.487725 151.18036 17.402692 0.408964558721334 0.476087006043963
"e25a44z2s03m0000GA" 22 0.44 2 3 "0000GA" 7.5 5609 5829.25 38077 15085 70 6.242647 69.91836 8.723114 0.544338179582851 0.476087006043963
"e25a44z2s03m0000GA" 22 0.44 2 3 "0000GA" 12.5 2714 5520 40996 9458 16 2.509253 16.020331 2.4567179 0.618900966183575 0.476087006043963
"e25a44z2s03m0000GA" 22 0.44 2 3 "0000GA" 17.5 1415 5072.91666666667 38076 5292 10 1.804824 4.940872 0.8592181 0.625478439425051 0.476087006043963
"e25a44z2s03m0000GA" 22 0.44 2 3 "0000GA" 60 3241 24933.0833333333 160412 11661 6 1.1349 5.79944 1.0942787 0.536141739389098 0.476087006043963
"e25a44z2s03m0000GP" 22 0.44 2 3 "0000GP" 0.25 747 1295.58333333333 1599 2139 85 8.544912 96.78654 23.838512 0.102849424326237 0.382487064262169
"e25a44z2s03m0000GP" 22 0.44 2 3 "0000GP" 0.75 1033 683.833333333333 1936 2219 69 5.8527476 68.09688 15.279882 0.235924932975871 0.382487064262169
"e25a44z2s03m0000GP" 22 0.44 2 3 "0000GP" 1.5 2217 1210 3575 4302 108 8.663664 111.74077 18.742023 0.246212121212121 0.382487064262169
"e25a44z2s03m0000GP" 22 0.44 2 3 "0000GP" 3.5 6826 3447.41666666667 12363 13275 228 15.382017 208.34951 26.873387 0.29884696270154 0.382487064262169
"e25a44z2s03m0000GP" 22 0.44 2 3 "0000GP" 7.5 7775 5642.75 30493 19226 85 5.4534311 88.88356 14.355757 0.450327115915703 0.382487064262169
"e25a44z2s03m0000GP" 22 0.44 2 3 "0000GP" 12.5 3737 5433.33333333333 37477 11736 20 2.704076 19.019357 4.011251 0.574800613496933 0.382487064262169
"e25a44z2s03m0000GP" 22 0.44 2 3 "0000GP" 17.5 2197 5007.08333333333 35336 7074 6 1.031881 7.108082 1.6510245 0.588100191395523 0.382487064262169
"e25a44z2s03m0000GP" 22 0.44 2 3 "0000GP" 60 6685 24638.6666666667 155779 19812 14 2.151225 11.216539 2.715142 0.526878483684182 0.382487064262169
"e25a44z2s03m0000GPSG" 22 0.44 2 3 "0000GPSG" 0.25 788 1291.75 2043 2170 97 9.324304 93.92522 22.40632 0.13179794851945 0.442706082905383
"e25a44z2s03m0000GPSG" 22 0.44 2 3 "0000GPSG" 0.75 1062 679.333333333333 2207 2248 74 6.5507207 67.83415 13.218135 0.270731108930324 0.442706082905383
"e25a44z2s03m0000GPSG" 22 0.44 2 3 "0000GPSG" 1.5 2188 1207.66666666667 3955 4070 107 8.576363 123.10467 14.116698 0.272909191277946 0.442706082905383
"e25a44z2s03m0000GPSG" 22 0.44 2 3 "0000GPSG" 3.5 6083 3513.25 15263 12102 233 14.960127 230.16798 18.368548 0.36203420384734 0.442706082905383
"e25a44z2s03m0000GPSG" 22 0.44 2 3 "0000GPSG" 7.5 6666 5736.91666666667 35582 16814 103 6.7864383 102.14723 9.514044 0.516857196810133 0.442706082905383
"e25a44z2s03m0000GPSG" 22 0.44 2 3 "0000GPSG" 12.5 3191 5479.66666666667 40653 10464 24 2.910821 19.297697 2.6251392 0.61824016059371 0.442706082905383
"e25a44z2s03m0000GPSG" 22 0.44 2 3 "0000GPSG" 17.5 1635 5055.41666666667 38515 6052 5 0.717576 5.151348 0.913043 0.634880079123053 0.442706082905383
"e25a44z2s03m0000GPSG" 22 0.44 2 3 "0000GPSG" 60 3459 24913.6666666667 165970 12616 9 1.355749 5.026121 1.071607 0.555150452897339 0.442706082905383
"e25a44z2s04m0000GA" 22 0.44 2 4 "0000GA" 0.25 523 1308.5 2578 1611 76 9.349957 70.27414 13.944722 0.164182906636097 0.470166991622856
"e25a44z2s04m0000GA" 22 0.44 2 4 "0000GA" 0.75 947 689.25 2568 2002 71 7.815145 71.8803 12.401097 0.310482408414944 0.470166991622856
"e25a44z2s04m0000GA" 22 0.44 2 4 "0000GA" 1.5 1930 1233.41666666667 4626 3772 119 12.050382 102.58426 13.349994 0.312546449564219 0.470166991622856
"e25a44z2s04m0000GA" 22 0.44 2 4 "0000GA" 3.5 5198 3592.41666666667 17489 11264 146 12.253862 153.3303 17.527335 0.405692546799972 0.470166991622856
"e25a44z2s04m0000GA" 22 0.44 2 4 "0000GA" 7.5 5653 5824.08333333333 37323 15101 77 6.9745855 69.90389 8.767474 0.534032537309162 0.470166991622856
"e25a44z2s04m0000GA" 22 0.44 2 4 "0000GA" 12.5 2760 5517.66666666667 41035 9317 17 2.701779 16.070008 2.45319 0.61975170663928 0.470166991622856
"e25a44z2s04m0000GA" 22 0.44 2 4 "0000GA" 17.5 1438 5070.33333333333 38603 5350 4 0.72166 5.176005 0.8955345 0.634458615475643 0.470166991622856
"e25a44z2s04m0000GA" 22 0.44 2 4 "0000GA" 60 3255 24932.3333333333 159003 11966 8 1.474102 5.925908 1.1168138 0.531448453814993 0.470166991622856
"e25a44z2s04m0000GP" 22 0.44 2 4 "0000GP" 0.25 696 1297.25 1617 2186 86 8.820765 95.89505 23.604666 0.103873578724224 0.382325270417834
"e25a44z2s04m0000GP" 22 0.44 2 4 "0000GP" 0.75 1038 686.5 1962 2318 71 6.5147822 71.4456 16.042049 0.238164603058995 0.382325270417834
"e25a44z2s04m0000GP" 22 0.44 2 4 "0000GP" 1.5 2225 1207.5 3477 4225 118 9.5682006 110.0629 18.411536 0.239958592132505 0.382325270417834
"e25a44z2s04m0000GP" 22 0.44 2 4 "0000GP" 3.5 6856 3441.83333333333 12371 13207 245 16.6028821 211.03809 26.812319 0.299525446709602 0.382325270417834
"e25a44z2s04m0000GP" 22 0.44 2 4 "0000GP" 7.5 7633 5656.08333333333 30595 19170 78 5.153914 87.32161 14.219878 0.450768346765282 0.382325270417834
"e25a44z2s04m0000GP" 22 0.44 2 4 "0000GP" 12.5 3894 5420.5 36446 12044 18 2.252789 19.651369 4.157144 0.560311164406728 0.382325270417834
"e25a44z2s04m0000GP" 22 0.44 2 4 "0000GP" 17.5 2286 4999.91666666667 34825 7242 7 1.180041 7.467315 1.7338427 0.580426340439007 0.382325270417834
"e25a44z2s04m0000GP" 22 0.44 2 4 "0000GP" 60 6708 24639.0833333333 155865 19818 9 1.365098 11.331688 2.743999 0.527160439545573 0.382325270417834
"e25a44z2s04m0000GPSG" 22 0.44 2 4 "0000GPSG" 0.25 739 1293 2171 2233 84 8.0593088 94.27888 22.544563 0.139920082495489 0.442949398460327
"e25a44z2s04m0000GPSG" 22 0.44 2 4 "0000GPSG" 0.75 1061 681 2212 2110 66 5.9231144 64.596809 12.535021 0.270680372001958 0.442949398460327
"e25a44z2s04m0000GPSG" 22 0.44 2 4 "0000GPSG" 1.5 2146 1213.08333333333 4008 4060 127 9.8880991 124.55674 14.169422 0.275331455657072 0.442949398460327
"e25a44z2s04m0000GPSG" 22 0.44 2 4 "0000GPSG" 3.5 6070 3515.58333333333 15370 12144 199 13.26793 231.89322 18.35647 0.364330243914002 0.442949398460327
"e25a44z2s04m0000GPSG" 22 0.44 2 4 "0000GPSG" 7.5 6690 5735.33333333333 35492 16664 96 6.2132232 100.2526 9.396482 0.515692200395211 0.442949398460327
"e25a44z2s04m0000GPSG" 22 0.44 2 4 "0000GPSG" 12.5 3401 5464.25 39694 10804 9 1.150338 19.507515 2.6913789 0.605359076420979 0.442949398460327
"e25a44z2s04m0000GPSG" 22 0.44 2 4 "0000GPSG" 17.5 1659 5052.16666666667 37671 6203 2 0.287687 5.272419 0.9449808 0.621367070233893 0.442949398460327
"e25a44z2s04m0000GPSG" 22 0.44 2 4 "0000GPSG" 60 3379 24922.25 166447 12608 8 1.174296 5.02227 1.066763 0.556554216948042 0.442949398460327
"e25a44z2s05m0000GA" 22 0.44 2 5 "0000GA" 0.25 509 1311.91666666667 2636 1583 86 10.491124 71.01925 14.067013 0.167439496919266 0.482286958423389
"e25a44z2s05m0000GA" 22 0.44 2 5 "0000GA" 0.75 936 688.666666666667 2741 2029 63 7.100982 72.85307 12.620503 0.331679574056147 0.482286958423389
"e25a44z2s05m0000GA" 22 0.44 2 5 "0000GA" 1.5 1973 1232.75 4578 3859 99 10.257716 103.89247 13.611669 0.30947069559927 0.482286958423389
"e25a44z2s05m0000GA" 22 0.44 2 5 "0000GA" 3.5 5204 3586.41666666667 17420 11284 156 13.137108 151.27408 17.29595 0.404767990333899 0.482286958423389
"e25a44z2s05m0000GA" 22 0.44 2 5 "0000GA" 7.5 5449 5843.66666666667 39088 14845 79 6.8446717 66.78071 8.435479 0.55741258342365 0.482286958423389
"e25a44z2s05m0000GA" 22 0.44 2 5 "0000GA" 12.5 2749 5519.75 41047 9191 13 2.136888 15.53873 2.3957478 0.619698959795885 0.482286958423389
